id_venta,fecha,cliente,ciudad,producto,categoria,cantidad,precio_unitario,descuento,metodo_pago,edad_cliente,vendedor
V0746,09-05-2026,Laura Gómez,armenia,Celular,tecnologia,1,1800000,20%,Nequi,49,María
V0651,2026-01-25,Andrés Martínez,MEDELLÍN,Laptop,Tecnologia,2,2500000,0.2,Efectivo,62,Carlos
V1139,2026-06-14,Sofía Ramírez,Medellín,Silla ergonómica,Oficina,6,720000,0%,Tarjeta,47,Diana
V0920,,Natalia Jiménez,Pereira,Mochila,ACCESORIOS,4,140000,15%,Efectivo,46,Diana
V1215,2026/05/01,,Manizales,Cuaderno,PAPELERÍA,1,12000,20%,Transferencia,31,Luisa
V0399,08-05-2026,Daniel Moreno,Medellín,Maletín,ACCESORIOS,2,190000,15%,Tarjeta,50,Diana
V0332,32/01/2026,Gabriela Muñoz,Bogotá,Laptop,Tecnología,4,2500000,20%,Nequi,38,Diana
V0159,22-01-2026,Sofía Ramírez,BOGOTA,Maletín,Accesorios,1,190000,5%,Tarjeta,40,Carlos
V0141,16/04/2026,Valentina Rodríguez,Armenia,Celular,Tecnologia,1,1800000,20%,Daviplata,55,María
V0260,2026/03/05,Mateo Díaz,bogotá,Celular,Tecnología,2,1800000,15%,Tarjeta,48,Andrés
V0340,31/01/2026,Gabriela Muñoz,manizales,Bolígrafo,Papelería,6,3500,5%,Transferencia,53,Andrés
V0995,13/01/2026,Diego Restrepo,cartago,Bolígrafo,papeleria,1,3500,0.15,Daviplata,150,María
V0702,2026/02/15,Pedro Ruiz,armenia,Bolígrafo,papeleria,2,3500,0%,Tarjeta,51,Andrés
V1106,2026/06/24,Sebastián Rojas,armenia,Tablet,Tecnologia,-1,1100000,20%,,45,Felipe
V0425,01/05/2026,Sofía Ramírez,CARTAGO,Agenda,PAPELERÍA,5,25000,0%,Efectivo,69,Felipe
V0945,2026/06/05,Nicolás Quintero,Medellín,Impresora,Tecnologia,3,650000,5%,Transferencia,62,Felipe
V0066,27/04/26,Sofía Ramírez,Cali,Mouse,Tecnologia,3,45000,10%,Transferencia,32,Diana
V0414,04-04-2026,Pedro Ruiz,Armenia,Impresora,Tecnologia,6,650000,0.2,Tarjeta,42,Felipe
V0779,09/05/2026,Valentina Rodríguez,Dosquebradas,Audífonos,tecnologia,3,180000,0.1,Daviplata,31,Diana
V1108,03/02/2026,Juan López,Pereira,Bolígrafo,papeleria,6,3500,5%,,58,Carlos
V0097,2026/04/06,Camila Torres,PEREIRA,Tablet,Tecnología,3,$1.100.000,0%,Transferencia,,Diana
V0310,2026/05/10,Sebastián Rojas,DOSQUEBRADAS,Tablet,TECNOLOGÍA,3,1100000,0.05,Daviplata,53,María
V1079,16/05/26,Luisa Fernández,armenia,Celular,Tecnologia,3,1800000,15%,Nequi,200,Felipe
V0627,07-06-2026,Sofía Ramírez,Medellín,Monitor,tecnologia,6,850000,15%,Tarjeta,58,Diana
V0157,2026/01/22,Sebastián Rojas,Bogotá,Maletín,Accesorios,1,190000,5%,Transferencia,59,María
V0725,2026-07-30,,Medellín,Audífonos,tecnologia,4,180000,0.2,Transferencia,53,María
V0610,10/06/26,Manuela Cárdenas,armenia,Maletín,accesorios,1,190000,0.05,Transferencia,28,Andrés
V1133,2026/02/17,Camila Torres,Bogotá,Mochila,ACCESORIOS,4,$140.00,,Transferencia,66,Felipe
V0504,2026/01/02,Juan López,pereira,Teclado,tecnologia,3,$120.00,0%,Transferencia,36,María
V1064,2026-06-27,Valentina Rodríguez,PEREIRA,Monitor,TECNOLOGÍA,6,850000,10%,Efectivo,21,Luisa
V1051,2026-03-20,Sofía Ramírez,Armenia,Bolígrafo,papeleria,3,3500,5%,Tarjeta,59,Andrés
V0381,2026-03-11,Manuela Cárdenas,manizales,Cuaderno,Papelería,5,12000,15%,Tarjeta,29,Felipe
V0934,2026/01/07,Carlos Vargas,Pereira,Laptop,Tecnología,5,2500000,5%,Tarjeta,57,Luisa
V0536,2026-04-27,Luisa Fernández,armenia,Audífonos,Tecnologia,3,180000,15%,Nequi,30,Luisa
V0283,04/05/26,Mariana Castro,Dosquebradas,Mochila,accesorios,3,140000,20%,Tarjeta,35,Felipe
V1218,06-02-2026,Paula Sánchez,Manizales,Agenda,Papelería,5,25000,0.1,Transferencia,59,María
V0410,2026-06-26,Santiago Hernández,medellin,Audífonos,tecnologia,3,180000,0.05,Transferencia,39,María
V1055,2026-04-07,Diego Restrepo,Medellín,Laptop,Tecnologia,6,,0%,Daviplata,31,Diana
V1069,27/05/26,Pedro Ruiz,MEDELLÍN,Audífonos,tecnologia,2,180000,15%,Tarjeta,59,Carlos
V0585,19/03/26,Carlos Vargas,armenia,Celular,Tecnología,6,1800000,15%,Nequi,30,Carlos
V0574,18/03/26,Juan López,CARTAGO,Audífonos,Tecnologia,4,$180.00,10%,Tarjeta,43,Andrés
V0926,2026-04-19,Paula Sánchez,ARMENIA,Impresora,tecnologia,2,99999999,0.05,Efectivo,35,Felipe
V0179,2026/06/10,Laura Gómez,cali,Audífonos,Tecnología,6,180000,20%,Transferencia,52,Luisa
V0994,2026-06-10,Felipe Arias,medellin,Laptop,Tecnología,4,2500000,0%,Tarjeta,47,Andrés
V0968,2026-04-10,Gabriela Muñoz,dosquebradas,Cuaderno,Papelería,2,12000,20%,Tarjeta,55,Carlos
V0287,08/05/2026,Juan López,CALI,Tablet,Tecnologia,2,1100000,20%,Tarjeta,54,Luisa
V0391,2026/04/20,Juan López,Bogotá,Audífonos,TECNOLOGÍA,3,180000,20%,Nequi,39,Felipe
V0865,2026/01/23,Sebastián Rojas,ARMENIA,Cuaderno,Papelería,3,12000,20%,Transferencia,22,Luisa
V0089,16/02/26,Pedro Ruiz,PEREIRA,Audífonos,Tecnología,2,180000,10%,Efectivo,22,Felipe
V0808,18-03-2026,Camila Torres,Medellín,Agenda,papeleria,1,,0,Efectivo,57,Luisa
V1006,16/05/2026,Felipe Arias,Medellín,Tablet,tecnologia,4,1100000,10%,Nequi,28,Andrés
V0900,21-03-2026,Laura Gómez,Medellín,Celular,TECNOLOGÍA,5,1800000,15%,Daviplata,61,Luisa
V0491,19/02/26,Manuela Cárdenas,MANIZALES,Celular,tecnologia,4,$1.800.000,0%,Efectivo,63,Luisa
V1043,25-06-2026,Luisa Fernández,,Bolígrafo,PAPELERÍA,3,3500,0%,Tarjeta,43,Felipe
V1128,10-07-2026,Sebastián Rojas,Manizales,Celular,Tecnología,5,$1.800.000,15%,Tarjeta,62,Diana
V0291,06-07-2026,Diego Restrepo,Pereira,Teclado,Tecnologia,2,120000,10%,Daviplata,24,Carlos
V0286,26-04-2026,Valentina Rodríguez,medellin,Audífonos,Tecnologia,2,180000,,Tarjeta,35,María
V1208,16/05/26,Diego Restrepo,ARMENIA,Teclado,Tecnologia,2,120000,0.15,Transferencia,38,Andrés
V1113,2026/05/31,Luisa Fernández,MEDELLÍN,Agenda,papeleria,6,25000,15%,Tarjeta,70,Diana
V0267,03/05/26,Juan López,Medellín,Cuaderno,papeleria,4,12000,5%,Transferencia,26,María
V0060,02-04-2026,Felipe Arias,Cali,Audífonos,Tecnología,3,180000,0.15,Efectivo,28,María
V1204,2026/01/18,Mateo Díaz,Pereira,Escritorio,Oficina,3,580000,0,Efectivo,54,Luisa
V0372,19-01-2026,Mariana Castro,MEDELLÍN,Laptop,Tecnologia,1,2500000,20%,Daviplata,59,Carlos
V0788,2026/02/10,,CARTAGO,Silla ergonómica,oficina,5,720000,0%,Transferencia,22,Carlos
V0756,2026/01/05,Diego Restrepo,dosquebradas,Monitor,Tecnología,6,850000,10%,Tarjeta,47,Andrés
V0366,16/05/26,Manuela Cárdenas,armenia,Teclado,Tecnología,4,120000,0%,Transferencia,51,Andrés
V0715,2026-02-03,Alejandro Ortiz,Medellín,Tablet,Tecnología,6,$1.100.000,10%,Nequi,63,María
V1189,01-07-2026,Santiago Hernández,Armenia,Celular,TECNOLOGÍA,2,1800000,20%,Daviplata,29,Andrés
V0630,2026-05-18,Pedro Ruiz,CARTAGO,Monitor,Tecnología,2,850000,0.15,Tarjeta,58,María
V1145,2026-07-24,Mateo Díaz,armenia,Tablet,Tecnología,6,1100000,10%,Transferencia,46,Andrés
V0896,2026-01-19,Ana Pérez,manizales,Maletín,accesorios,6,190000,10%,Efectivo,24,Diana
V0678,29/07/26,Gabriela Muñoz,PEREIRA,Silla ergonómica,Oficina,6,720000,10%,Nequi,22,Felipe
V0986,2026-07-08,Luisa Fernández,medellin,Monitor,tecnologia,6,850000,0.2,Efectivo,55,Carlos
V0416,2026-04-20,Natalia Jiménez,CARTAGO,Mochila,Accesorios,2,140000,0%,Tarjeta,18,María
V0901,2026/05/18,Felipe Arias,armenia,Bolígrafo,Papelería,6,3500,0%,tarjeta,46,Carlos
V0084,2026-01-18,Carlos Vargas,Manizales,Impresora,Tecnología,4,650000,15%,Daviplata,22,Felipe
V0130,16/01/26,Mateo Díaz,Bogota,Mouse,Tecnologia,5,45000,0.2,Tarjeta,46,Luisa
V0753,07/02/2026,Alejandro Ortiz,MANIZALES,Laptop,Tecnología,5,2500000,0,Nequi,65,Carlos
V1237,2026/05/17,Luisa Fernández,BOGOTA,Escritorio,oficina,2,580000,5%,Nequi,29,Felipe
V1178,2026/04/05,,Armenia,Audífonos,TECNOLOGÍA,4,180000,15%,Efectivo,47,Luisa
V0629,17-07-2026,Manuela Cárdenas,,Cuaderno,papeleria,5,12000,5%,Efectivo,42,Andrés
V0261,05/02/26,Juliana Morales,DOSQUEBRADAS,Mochila,accesorios,5,140000,5%,Tarjeta,19,Felipe
V0597,2026/01/31,Felipe Arias,manizales,Celular,Tecnología,3,1800000,0%,Transferencia,56,Luisa
V0611,09/06/26,,Cartago,Celular,Tecnología,4,1800000,0%,Efectivo,57,Andrés
V0992,2026-04-30,Carlos Vargas,MANIZALES,Tablet,tecnologia,1,$1.100.000,0%,Nequi,33,Luisa
V0623,2026-06-02,Laura Gómez,Bogotá,Silla ergonómica,Oficina,2,720000,20%,Daviplata,58,Luisa
V0139,19/01/2026,Valentina Rodríguez,Bogotá,Mochila,accesorios,2,140000,0.2,Daviplata,39,Diana
V0293,02/05/26,,manizales,Mochila,Accesorios,4,140000,0.2,Daviplata,52,María
V1038,2026-04-22,Manuela Cárdenas,ARMENIA,Maletín,Accesorios,5,190000,15%,Nequi,54,Diana
V0440,10/06/2026,Laura Gómez,Armenia,Escritorio,Oficina,2,580000,0%,Tarjeta,43,Diana
V0142,2026/05/21,Andrés Martínez,Medellín,Impresora,tecnologia,6,650000,10%,Daviplata,49,Diana
V0803,10/06/26,Sofía Ramírez,Armenia,Monitor,TECNOLOGÍA,5,850000,15%,Transferencia,25,Luisa
V0483,2026/05/19,Andrés Martínez,Pereira,Mouse,TECNOLOGÍA,2,45000,10%,Nequi,44,Carlos
V0468,17-04-2026,Luisa Fernández,Armenia,Bolígrafo,Papelería,3,3500,5%,Efectivo,69,Carlos
V0140,12-04-2026,Paula Sánchez,Bogotá,Monitor,TECNOLOGÍA,2,850000,20%,Efectivo,37,Andrés
V0845,28-07-2026,Juliana Morales,dosquebradas,Laptop,Tecnología,4,2500000,20%,Nequi,22,Luisa
V0946,17/03/2026,Gabriela Muñoz,Medellín,Audífonos,Tecnología,6,180000,0.15,Tarjeta,60,Felipe
V0225,14/04/26,Valentina Rodríguez,Pereira,Tablet,tecnologia,4,$1.100.000,15%,Efectivo,41,Diana
V0618,18/04/2026,Valentina Rodríguez,armenia,Impresora,Tecnologia,5,650000,5%,Nequi,45,Felipe
V0275,13-04-2026,Felipe Arias,Dosquebradas,Silla ergonómica,Oficina,3,720000,20%,Transferencia,-5,María
V0324,2026/02/05,Felipe Arias,armenia,Cuaderno,papeleria,1,12000,15%,Efectivo,44,Diana
V0351,2026-03-31,Sofía Ramírez,BOGOTA,Mouse,Tecnología,4,,15%,Nequi,50,Luisa
V0722,17/03/2026,Camila Torres,MANIZALES,Laptop,tecnologia,1,2500000,15%,Daviplata,38,Diana
V0482,2026-05-29,Luisa Fernández,armenia,Mochila,ACCESORIOS,4,140000,0%,Tarjeta,19,Carlos
V0412,2026-03-19,Camila Torres,MANIZALES,Mouse,TECNOLOGÍA,6,45000,0%,Transferencia,30,María
V1115,28-03-2026,Daniel Moreno,CARTAGO,Impresora,Tecnología,6,650000,,Tarjeta,30,Luisa
V0567,26/02/26,Carlos Vargas,MANIZALES,Tablet,TECNOLOGÍA,4,1100000,0,Daviplata,55,Carlos
V1093,15-02-2026,Juliana Morales,Dosquebradas,Monitor,,4,850000,10%,Tarjeta,64,Felipe
V0353,20-01-2026,Laura Gómez,Bogota,Cuaderno,Papelería,6,12000,20%,Transferencia,24,Luisa
V1167,,Camila Torres,pereira,Mochila,Accesorios,0,140000,0%,Transferencia,63,Diana
V0681,07/06/26,Juliana Morales,Pereira,Mouse,tecnologia,3,45000,10%,Tarjeta,200,Carlos
V0847,11/02/2026,Manuela Cárdenas,Armenia,Maletín,Accesorios,3,190000,0%,Nequi,52,Luisa
V0553,2026-02-07,Felipe Arias,armenia,Celular,Tecnología,3,1800000,5%,Tarjeta,60,Andrés
V0645,2026/02/24,Daniel Moreno,CARTAGO,Laptop,tecnologia,1,2500000,5%,Daviplata,70,Carlos
V0530,2026-06-05,Daniel Moreno,Cali,Laptop,tecnologia,5,2500000,15%,Daviplata,18,Carlos
V0580,2026-02-17,Gabriela Muñoz,medellin,Silla ergonómica,oficina,2,720000,10%,Efectivo,70,Carlos
V0543,2026-01-22,Nicolás Quintero,Pereira,Audífonos,tecnologia,-1,180000,0%,Daviplata,61,Carlos
V0661,2026/01/22,Luisa Fernández,armenia,Audífonos,TECNOLOGÍA,3,180000,0.2,Nequi,45,Luisa
V0322,2026-07-01,Santiago Hernández,manizales,Silla ergonómica,Oficina,1,720000,10%,Nequi,47,Diana
V0821,25/02/26,Camila Torres,Dosquebradas,Bolígrafo,Papelería,2,3500,0%,Daviplata,46,Luisa
V0711,24/05/2026,Sofía Ramírez,PEREIRA,Laptop,Tecnologia,3,2500000,10%,Nequi,34,María
V0948,09-01-2026,Paula Sánchez,DOSQUEBRADAS,Cuaderno,PAPELERÍA,3,12000,0.05,Nequi,69,María
V0382,19/02/2026,Mariana Castro,pereira,Monitor,Tecnología,1,850000,0.2,Efectivo,50,Diana
V0040,,Nicolás Quintero,dosquebradas,Mochila,Accesorios,5,140000,10%,Nequi,46,Andrés
V0031,2026/07/04,Luisa Fernández,CARTAGO,Mochila,accesorios,5,140000,15%,Transferencia,48,Luisa
V0243,,Daniel Moreno,ARMENIA,Maletín,accesorios,2,190000,,Efectivo,26,María
V0858,05/01/26,Sebastián Rojas,DOSQUEBRADAS,Escritorio,OFICINA,3,580000,15%,Efectivo,35,Andrés
V0137,21/06/2026,Daniel Moreno,Medellín,Cuaderno,Papelería,4,12000,20%,Daviplata,66,Luisa
V0311,2026/05/20,Felipe Arias,Pereira,Escritorio,oficina,0,580000,0.15,Transferencia,46,Carlos
V1063,26/01/26,Mateo Díaz,CARTAGO,Bolígrafo,,2,3500,10%,Transferencia,29,Diana
V1228,2026-07-10,Manuela Cárdenas,cali,Bolígrafo,PAPELERÍA,5,3500,0%,Tarjeta,21,Felipe
V1173,15/03/2026,Juliana Morales,dosquebradas,Escritorio,Oficina,3,580000,0.1,Transferencia,61,Diana
V1125,2026-01-30,Ana Pérez,BOGOTA,Tablet,tecnologia,1,1100000,0%,Transferencia,69,Luisa
V1051,2026-03-20,Sofía Ramírez,Armenia,Bolígrafo,papeleria,3,3500,5%,Tarjeta,59,Andrés
V0463,08/07/2026,Valentina Rodríguez,Medellín,Cuaderno,Papelería,3,12000,15%,Nequi,65,Luisa
V0004,2026-03-01,Felipe Arias,medellin,Mouse,tecnologia,1,45000,15%,Nequi,31,Luisa
V0112,2026/04/26,Juliana Morales,Armenia,Audífonos,tecnologia,2,180000,5%,Nequi,33,Felipe
V0674,27/07/26,Mateo Díaz,cali,Laptop,Tecnología,2,2500000,0%,Nequi,29,Felipe
V1100,2026-07-17,Natalia Jiménez,CARTAGO,Mouse,tecnologia,5,45000,5%,Tarjeta,20,Andrés
V0701,2026/06/01,Juan López,dosquebradas,Escritorio,OFICINA,3,580000,15%,Nequi,67,Andrés
V0925,2026-02-08,Felipe Arias,Pereira,Impresora,tecnologia,3,650000,5%,Transferencia,37,Felipe
V0837,16-03-2026,Juan López,medellin,Mouse,Tecnología,1,45000,5%,Efectivo,42,Felipe
V0377,01/03/2026,Ana Pérez,Medellín,Escritorio,OFICINA,1,580000,0,Tarjeta,57,Luisa
V0544,2026/06/04,Santiago Hernández,ARMENIA,Tablet,Tecnologia,5,,10%,Nequi,41,Felipe
V0439,08-07-2026,Juliana Morales,Cali,Mochila,Accesorios,2,140000,10%,Daviplata,23,Diana
V0315,23/03/26,Juliana Morales,bogotá,Laptop,Tecnologia,5,2500000,20%,Transferencia,64,Luisa
V1033,2026-06-18,Luisa Fernández,,Cuaderno,papeleria,3,12000,0%,Transferencia,34,Felipe
V0320,18-05-2026,Juliana Morales,PEREIRA,Agenda,papeleria,2,25000,5%,Tarjeta,27,Andrés
V1040,12/02/26,Natalia Jiménez,cali,Mouse,TECNOLOGÍA,3,45000,20%,Daviplata,29,Andrés
V0967,45/05/2026,Mateo Díaz,Cali,Agenda,Papelería,6,25000,0.2,Efectivo,54,Felipe
V0006,2026/06/14,Santiago Hernández,Medellín,Maletín,Accesorios,4,190000,5%,Tarjeta,55,Carlos
V0101,17/03/26,Sebastián Rojas,MANIZALES,Cuaderno,Papelería,3,12000,15%,Tarjeta,20,Diana
V0714,06/01/2026,Juan López,MANIZALES,Mochila,Accesorios,5,140000,0%,Nequi,19,Diana
V0571,28/05/2026,Mateo Díaz,CARTAGO,Teclado,Tecnología,1,120000,0,Tarjeta,45,Luisa
V0549,13/02/2026,Alejandro Ortiz,MANIZALES,Monitor,Tecnologia,6,850000,0,Tarjeta,38,Diana
V0947,31-01-2026,Sebastián Rojas,Dosquebradas,Maletín,,2,190000,0%,Efectivo,39,Luisa
V0913,21/07/2026,Pedro Ruiz,MANIZALES,Maletín,accesorios,2,190000,10%,Efectivo,31,Felipe
V0712,2026-02-12,Natalia Jiménez,BOGOTA,Escritorio,OFICINA,-3,580000,5%,Daviplata,,Carlos
V0498,25-07-2026,Pedro Ruiz,Dosquebradas,Maletín,Accesorios,4,190000,0%,Nequi,53,Luisa
V1171,09-07-2026,Mateo Díaz,Pereira,Mochila,Accesorios,5,140000,10%,Transferencia,69,Luisa
V0228,13-06-2026,Natalia Jiménez,Bogota,Maletín,ACCESORIOS,3,190000,20%,Nequi,19,Diana
V0431,2026-01-10,Alejandro Ortiz,Cartago,Maletín,Accesorios,2,$190.00,0.05,Tarjeta,35,Andrés
V0590,13-03-2026,Manuela Cárdenas,MANIZALES,Agenda,papeleria,2,25000,0.1,Nequi,67,María
V0716,05-06-2026,Natalia Jiménez,manizales,Mochila,Accesorios,3,140000,10%,Efectivo,24,Luisa
V0667,10/07/26,Mateo Díaz,ARMENIA,Mochila,ACCESORIOS,6,140000,5%,Nequi,36,Luisa
V0067,30/01/26,Sebastián Rojas,Medellín,Tablet,Tecnología,2,1100000,0%,Nequi,52,Felipe
V1104,19-04-2026,Gabriela Muñoz,Medellín,Mouse,Tecnología,6,45000,0%,Daviplata,43,Andrés
V0068,2026/03/13,Juan López,dosquebradas,Tablet,tecnologia,1,1100000,10%,Tarjeta,61,Luisa
V0472,2026/02/24,Santiago Hernández,MANIZALES,Audífonos,Tecnologia,1,180000,20%,Daviplata,19,Carlos
V0212,2026/05/27,Gabriela Muñoz,Cali,Impresora,Tecnologia,5,650000,15%,Transferencia,62,Andrés
V0013,06-07-2026,Andrés Martínez,manizales,Mochila,accesorios,1,140000,0%,Tarjeta,30,Luisa
V0923,2026/04/03,Mateo Díaz,medellin,Celular,tecnologia,4,1800000,0%,Daviplata,34,Diana
V0724,2026/01/02,Manuela Cárdenas,CALI,Mouse,Tecnología,3,45000,5%,Efectivo,57,Andrés
V0300,2026-02-23,Mariana Castro,CARTAGO,Cuaderno,PAPELERÍA,4,12000,15%,Efectivo,20,Andrés
V0809,10/02/26,Nicolás Quintero,medellin,Bolígrafo,Papelería,6,3500,15%,Efectivo,35,Diana
V0853,25-07-2026,Gabriela Muñoz,MANIZALES,Mouse,tecnologia,5,45000,5%,Tarjeta,57,Diana
V1144,2026/05/16,Daniel Moreno,CALI,Tablet,tecnologia,1,1100000,15%,Transferencia,46,María
V1143,2026/01/12,Paula Sánchez,MANIZALES,Celular,tecnologia,2,1800000,10%,Transferencia,22,
V0666,01/02/26,Pedro Ruiz,Dosquebradas,Maletín,Accesorios,3,190000,0.15,Efectivo,34,María
V1210,04/06/26,Mariana Castro,dosquebradas,Maletín,Accesorios,5,190000,0.05,Daviplata,35,Diana
V0443,2026-03-24,Sofía Ramírez,Cali,Mochila,ACCESORIOS,6,140000,15%,Daviplata,34,Diana
V1184,21/05/2026,Sebastián Rojas,cartago,Agenda,PAPELERÍA,4,25000,0%,Nequi,70,Carlos
V0765,2026/01/02,Gabriela Muñoz,Bogota,Mouse,Tecnología,6,45000,0%,Tarjeta,42,Luisa
V1191,2026-06-27,Diego Restrepo,Cartago,Agenda,,2,25000,10%,Nequi,20,Felipe
V0813,26-01-2026,Diego Restrepo,DOSQUEBRADAS,Laptop,Tecnología,6,2500000,,Nequi,24,Carlos
V0895,18/06/2026,Gabriela Muñoz,Pereira,Silla ergonómica,Oficina,4,720000,0.05,Nequi,32,María
V1103,04-02-2026,Gabriela Muñoz,PEREIRA,Escritorio,Oficina,6,$580.00,20%,Tarjeta,48,Luisa
V0274,2026-05-24,Alejandro Ortiz,Cali,Celular,tecnologia,5,1800000,15%,Tarjeta,65,María
V0465,31/01/2026,Gabriela Muñoz,Bogotá,Monitor,Tecnologia,5,850000,0.05,Nequi,67,Carlos
V0363,20/01/2026,Nicolás Quintero,cartago,Silla ergonómica,oficina,3,720000,10%,Transferencia,25,Diana
V0238,05/01/26,Diego Restrepo,Cali,Cuaderno,PAPELERÍA,1,12000,15%,Transferencia,56,Carlos
V1168,08/02/2026,Juan López,Medellín,Agenda,Papelería,2,25000,0.05,Transferencia,62,Carlos
V0515,08/05/26,Ana Pérez,pereira,Laptop,tecnologia,6,2500000,10%,Transferencia,67,Felipe
V0003,25/01/26,Carlos Vargas,Cali,Tablet,Tecnología,3,1100000,10%,Efectivo,42,Andrés
V0007,2026-06-10,Nicolás Quintero,Bogota,Teclado,TECNOLOGÍA,2,120000,15%,Transferencia,34,Carlos
V0371,28/07/26,Sebastián Rojas,Cali,Audífonos,Tecnologia,3,180000,5%,tarjeta,29,Carlos
V0312,2026-02-26,Paula Sánchez,Armenia,Audífonos,tecnologia,2,0,10%,Transferencia,54,Andrés
V1095,28/03/26,Camila Torres,pereira,Silla ergonómica,oficina,1,720000,,Transferencia,70,Felipe
V0915,28/07/26,Sebastián Rojas,CALI,Tablet,Tecnología,5,99999999,15%,Nequi,53,Diana
V1161,20/01/2026,Santiago Hernández,pereira,Teclado,tecnologia,3,120000,15%,Nequi,46,Diana
V0683,30/06/2026,Luisa Fernández,manizales,Impresora,Tecnología,6,650000,10%,Daviplata,41,Carlos
V0970,29/01/2026,Alejandro Ortiz,BOGOTA,Audífonos,TECNOLOGÍA,5,180000,0%,Nequi,24,Luisa
V0216,2026/03/03,Alejandro Ortiz,BOGOTA,Laptop,Tecnología,3,2500000,15%,Nequi,40,Carlos
V0965,2026-01-11,Mateo Díaz,Pereira,Bolígrafo,PAPELERÍA,3,3500,15%,Nequi,24,Felipe
V0028,2026/06/17,Luisa Fernández,Armenia,Escritorio,oficina,3,580000,0.15,Transferencia,68,María
V1230,11/02/26,Manuela Cárdenas,Dosquebradas,Teclado,tecnologia,1,120000,10%,Tarjeta,61,Diana
V0971,13/05/2026,Mateo Díaz,cartago,Cuaderno,Papelería,6,12000,10%,Tarjeta,,Andrés
V1094,18/04/26,Daniel Moreno,Medellín,Maletín,Accesorios,6,,10%,Tarjeta,57,María
V1030,,Diego Restrepo,armenia,Cuaderno,Papelería,4,12000,0.05,Transferencia,33,María
V0546,2026-05-02,Alejandro Ortiz,ARMENIA,Cuaderno,Papelería,5,$12.00,15%,Efectivo,70,Felipe
V0129,11/07/26,Laura Gómez,,Impresora,TECNOLOGÍA,5,650000,10%,Tarjeta,60,Felipe
V0827,07-05-2026,Camila Torres,Armenia,Cuaderno,Papelería,6,12000,0%,Transferencia,61,Andrés
V0917,2026/01/25,Sebastián Rojas,cali,Bolígrafo,papeleria,6,3500,15%,Daviplata,39,Felipe
V0355,2026-03-23,Juliana Morales,Pereira,Cuaderno,Papelería,3,12000,0.2,Efectivo,63,Andrés
V1117,02/07/2026,Juan López,DOSQUEBRADAS,Celular,tecnologia,1,1800000,20%,Transferencia,33,Diana
V1223,2026-03-11,Laura Gómez,CARTAGO,Monitor,tecnologia,6,850000,0.05,Efectivo,69,Diana
V0257,27/05/26,Camila Torres,medellin,Laptop,tecnologia,5,2500000,15%,Daviplata,64,Andrés
V0292,09/03/2026,Luisa Fernández,Medellín,Mouse,Tecnología,5,45000,5%,Transferencia,65,Andrés
V0026,2026-07-04,Alejandro Ortiz,MANIZALES,Cuaderno,PAPELERÍA,6,$12.00,5%,Nequi,39,Andrés
V0337,2026-04-27,Sebastián Rojas,BOGOTA,Teclado,Tecnologia,6,$120.00,0.2,Efectivo,38,Carlos
V1168,08/02/2026,Juan López,Medellín,Agenda,Papelería,2,25000,0.05,Transferencia,62,Carlos
V0048,2026-06-29,Diego Restrepo,cali,Audífonos,TECNOLOGÍA,4,180000,0%,Efectivo,60,Carlos
V0319,2026-07-06,Daniel Moreno,cartago,Bolígrafo,Papelería,1,3500,0%,Transferencia,70,María
V0107,,Sebastián Rojas,Pereira,Mouse,Tecnología,3,45000,0,Efectivo,67,Andrés
V0950,12/05/26,Carlos Vargas,Armenia,Monitor,Tecnología,5,850000,15%,Nequi,150,Felipe
V0056,18/06/2026,Gabriela Muñoz,Cali,Escritorio,oficina,4,580000,0.05,Nequi,42,Carlos
V0862,2026-02-20,Andrés Martínez,CALI,Mochila,accesorios,6,140000,15%,Daviplata,21,Felipe
V0214,18/02/2026,Laura Gómez,MANIZALES,Mouse,Tecnología,4,45000,5%,,41,María
V0121,23/07/2026,Daniel Moreno,PEREIRA,Silla ergonómica,Oficina,6,720000,0.1,Transferencia,43,Luisa
V0632,2026/04/26,Mateo Díaz,pereira,Cuaderno,PAPELERÍA,2,12000,5%,Tarjeta,20,María
V0533,02/01/26,Valentina Rodríguez,Cali,Cuaderno,Papelería,1,12000,15%,Nequi,31,Andrés
V0586,18/04/2026,Alejandro Ortiz,dosquebradas,Impresora,Tecnología,5,650000,0.2,Daviplata,36,Carlos
V0073,21-04-2026,Sofía Ramírez,cartago,Escritorio,Oficina,1,580000,0%,Tarjeta,31,Andrés
V0411,2026-02-03,Nicolás Quintero,Pereira,Monitor,Tecnología,1,850000,0.15,Transferencia,66,Carlos
V0768,2026/04/24,Juliana Morales,ARMENIA,Agenda,PAPELERÍA,3,25000,0.15,Transferencia,27,Diana
V0843,16/03/2026,Felipe Arias,MANIZALES,Teclado,tecnologia,5,120000,0%,Efectivo,19,Felipe
V0568,13-01-2026,Mateo Díaz,MEDELLÍN,Maletín,Accesorios,2,190000,10%,Daviplata,68,Diana
V0433,2026-06-03,Andrés Martínez,CALI,Monitor,Tecnologia,1,850000,10%,Nequi,33,Andrés
V0561,2026/07/29,Pedro Ruiz,pereira,Agenda,papeleria,-1,25000,0%,Efectivo,56,Carlos
V1014,23/06/2026,Camila Torres,ARMENIA,Agenda,Papelería,6,25000,0.15,Transferencia,55,Carlos
V0885,,Mateo Díaz,MANIZALES,Monitor,tecnologia,3,850000,5%,Tarjeta,43,Felipe
